Project_ID,Project_Name,Project_Type,Team_Size,Budget,Duration,Tech_Stack,Project_Phase,Risk_Description,Risk_Category,Risk_Severity,Risk_Impact,Risk_Status,Mitigation_Strategy,Outcome
P01966,Project 1966,Mobile App,11,735,12,"Python, Node-RED",Perencanaan,Modul pembayaran gagal terkoneksi,Teknis,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P01967,Project 1967,ERP,14,860,10,"React, Node.js, MongoDB",Perencanaan,Server downtime during deployment,Scope,Medium,Low,Potensial,Tambahkan data latih dari proyek sebelumnya,Gagal
P01968,Project 1968,AI,14,693,16,"AWS, Python",Eksekusi,Developer utama mengundurkan diri,Waktu,Low,Medium,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P01969,Project 1969,Web Dev,9,696,12,"Flutter, Firebase",Penutupan,Kurangnya dokumentasi,Scope,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P01970,Project 1970,ERP,10,137,15,"Laravel, MySQL",Perencanaan,Error sistem saat UAT,Teknis,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P01971,Project 1971,Mobile App,12,977,15,"React, Node.js, MongoDB",Perencanaan,Modul pembayaran gagal terkoneksi,SDM,High,Low,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P01972,Project 1972,Infrastruktur,12,185,14,"C#, SQL Server",Penutupan,Developer utama mengundurkan diri,Scope,Low,Medium,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P01973,Project 1973,AI / IoT,7,883,8,"Docker, Jenkins, Python",Eksekusi,Estimasi waktu yang tidak realistis,SDM,Low,Low,Terjadi,Audit ulang pipeline,Berhasil
P01974,Project 1974,Web Dev,11,848,8,"C#, SQL Server",Penutupan,Dataset tidak cukup representatif,SDM,High,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P01975,Project 1975,AI / IoT,7,170,7,"Python, Node-RED",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,Low,Low,Potensial,Tambahkan data latih dari proyek sebelumnya,Berhasil
P01976,Project 1976,Infrastruktur,12,903,7,"Docker, Jenkins, Python",Penutupan,Dataset tidak cukup representatif,SDM,Medium,Medium,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P01977,Project 1977,Enterprise,4,425,10,"PHP, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,Teknis,Medium,High,Terjadi,Audit ulang pipeline,Berhasil
P01978,Project 1978,Infrastruktur,4,766,8,"Java, SAP",Penutupan,Kurangnya dokumentasi,Scope,High,High,Terjadi,Workshop bersama stakeholder,Gagal
P01979,Project 1979,Enterprise,12,846,15,"Python, TensorFlow",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Medium,Medium,Potensial,Workshop bersama stakeholder,Gagal
P01980,Project 1980,Enterprise,13,258,16,"PHP, MySQL",Eksekusi,Server downtime during deployment,Waktu,Low,Medium,Potensial,Rekrut developer pengganti sementara,Berhasil
P01981,Project 1981,ERP,13,384,4,"Python, TensorFlow",Perencanaan,Server downtime during deployment,SDM,High,Low,Potensial,Audit ulang pipeline,Berhasil
P01982,Project 1982,Infrastruktur,15,253,16,"PHP, MySQL",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Scope,High,High,Terjadi,Workshop bersama stakeholder,Berhasil
P01983,Project 1983,AI,15,171,4,"Python, Node-RED",Perencanaan,Estimasi waktu yang tidak realistis,Scope,Low,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P01984,Project 1984,Infrastruktur,10,390,7,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Low,Medium,Potensial,Workshop bersama stakeholder,Tertunda
P01985,Project 1985,Web Dev,6,815,8,"Flutter, Firebase",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Low,Low,Terjadi,Audit ulang pipeline,Berhasil
P01986,Project 1986,ERP,9,496,9,"Python, TensorFlow",Perencanaan,Estimasi waktu yang tidak realistis,Waktu,Medium,Medium,Terjadi,Audit ulang pipeline,Berhasil
P01987,Project 1987,AI,6,357,10,"Laravel, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,SDM,Medium,High,Terjadi,Rekrut developer pengganti sementara,Berhasil
P01988,Project 1988,AI / IoT,14,469,11,"Docker, Jenkins, Python",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,Low,Low,Terjadi,Audit ulang pipeline,Gagal
P01989,Project 1989,AI / IoT,10,858,13,"Laravel, MySQL",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Waktu,High,Low,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P01990,Project 1990,AI / IoT,6,537,13,"React, Node.js, MongoDB",Eksekusi,Developer utama mengundurkan diri,Teknis,Medium,Low,Terjadi,Rekrut developer pengganti sementara,Gagal
P01991,Project 1991,AI / IoT,15,969,4,"Docker, Jenkins, Python",Eksekusi,Kurangnya dokumentasi,Waktu,Low,Low,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P01992,Project 1992,AI,12,126,8,"Laravel, MySQL",Perencanaan,Sensor gagal mengirim data real-time,SDM,High,High,Potensial,Redundansi sensor dan buffer data,Berhasil
P01993,Project 1993,AI,12,816,7,"PHP, MySQL",Penutupan,Sensor gagal mengirim data real-time,SDM,High,Low,Potensial,Fix bug dan ulang UAT,Gagal
P01994,Project 1994,Enterprise,14,524,6,"Flutter, Firebase",Perencanaan,Error sistem saat UAT,Waktu,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P01995,Project 1995,ERP,14,479,11,"C#, SQL Server",Perencanaan,Modul pembayaran gagal terkoneksi,Waktu,Medium,Medium,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P01996,Project 1996,AI / IoT,12,211,15,"Python, Node-RED",Eksekusi,Modul pembayaran gagal terkoneksi,Teknis,High,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P01997,Project 1997,AI / IoT,7,180,16,"Laravel, MySQL",Penutupan,Sensor gagal mengirim data real-time,Waktu,High,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P01998,Project 1998,AI,15,793,14,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Scope,Medium,Low,Potensial,Redundansi sensor dan buffer data,Gagal
P01999,Project 1999,Web Dev,11,220,11,"AWS, Python",Penutupan,Modul pembayaran gagal terkoneksi,Scope,Low,Medium,Terjadi,Audit ulang pipeline,Gagal
P02000,Project 2000,AI / IoT,8,656,12,"PHP, MySQL",Eksekusi,Developer utama mengundurkan diri,Teknis,High,Low,Potensial,Workshop bersama stakeholder,Tertunda
P02001,Project 2001,ERP,11,879,7,"PHP, MySQL",Perencanaan,Server downtime during deployment,Teknis,High,High,Potensial,Rekrut developer pengganti sementara,Tertunda
P02002,Project 2002,Enterprise,14,270,16,"React, Node.js, MongoDB",Penutupan,Sensor gagal mengirim data real-time,Scope,Medium,Low,Potensial,Fix bug dan ulang UAT,Gagal
P02003,Project 2003,Web Dev,13,649,10,"C#, SQL Server",Eksekusi,Error sistem saat UAT,Waktu,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02004,Project 2004,Mobile App,3,636,15,"Laravel, MySQL",Penutupan,Server downtime during deployment,Scope,Medium,Medium,Terjadi,Redundansi sensor dan buffer data,Berhasil
P02005,Project 2005,AI,8,761,9,"Python, TensorFlow",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,High,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P02006,Project 2006,Web Dev,10,519,16,"Python, TensorFlow",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,Low,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02007,Project 2007,Web Dev,4,277,12,"C#, SQL Server",Perencanaan,Sensor gagal mengirim data real-time,Waktu,High,Low,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P02008,Project 2008,ERP,11,262,4,"PHP, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,Scope,Low,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P02009,Project 2009,Mobile App,13,689,12,"C#, SQL Server",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,SDM,High,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02010,Project 2010,ERP,7,735,13,"AWS, Python",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Low,Medium,Terjadi,Redundansi sensor dan buffer data,Tertunda
P02011,Project 2011,ERP,3,720,14,"Laravel, MySQL",Penutupan,Dataset tidak cukup representatif,Waktu,High,Medium,Terjadi,Fix bug dan ulang UAT,Gagal
P02012,Project 2012,Enterprise,14,256,5,"PHP, MySQL",Eksekusi,Error sistem saat UAT,SDM,High,Medium,Terjadi,Tambahkan fallback koneksi & testing,Tertunda
P02013,Project 2013,Mobile App,13,438,16,"Java, SAP",Eksekusi,Developer utama mengundurkan diri,Scope,High,Medium,Potensial,Audit ulang pipeline,Berhasil
P02014,Project 2014,AI,10,347,16,"AWS, Python",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,High,Medium,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P02015,Project 2015,Web Dev,7,218,12,"React, Node.js, MongoDB",Perencanaan,Dataset tidak cukup representatif,SDM,High,Medium,Terjadi,Tambahkan fallback koneksi & testing,Tertunda
P02016,Project 2016,Web Dev,3,104,13,"PHP, MySQL",Perencanaan,Modul pembayaran gagal terkoneksi,SDM,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P02017,Project 2017,AI,13,497,16,"C#, SQL Server",Perencanaan,Server downtime during deployment,Teknis,Medium,Low,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P02018,Project 2018,Infrastruktur,5,456,15,"React, Node.js, MongoDB",Perencanaan,Developer utama mengundurkan diri,SDM,Medium,High,Potensial,Fix bug dan ulang UAT,Gagal
P02019,Project 2019,AI,13,439,10,"Docker, Jenkins, Python",Penutupan,Error sistem saat UAT,Teknis,High,Medium,Potensial,Tambahkan fallback koneksi & testing,Gagal
P02020,Project 2020,Mobile App,11,405,7,"PHP, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Low,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02021,Project 2021,AI,11,716,16,"React, Node.js, MongoDB",Penutupan,Sensor gagal mengirim data real-time,Waktu,Low,Low,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P02022,Project 2022,AI,4,465,14,"Python, Node-RED",Eksekusi,Developer utama mengundurkan diri,Scope,High,Low,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P02023,Project 2023,AI / IoT,7,475,14,"Python, TensorFlow",Perencanaan,Kurangnya dokumentasi,SDM,Low,High,Potensial,Redundansi sensor dan buffer data,Berhasil
P02024,Project 2024,AI,4,836,16,"React, Node.js, MongoDB",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P02025,Project 2025,AI,9,809,15,"Flutter, Firebase",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Scope,Low,Medium,Terjadi,Workshop bersama stakeholder,Gagal
P02026,Project 2026,AI,8,178,10,"Docker, Jenkins, Python",Penutupan,Salah konfigurasi pipeline CI/CD,Teknis,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P02027,Project 2027,ERP,15,771,12,"Flutter, Firebase",Perencanaan,Sensor gagal mengirim data real-time,Teknis,Low,High,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P02028,Project 2028,ERP,11,206,14,"Flutter, Firebase",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Scope,Medium,Medium,Potensial,Workshop bersama stakeholder,Tertunda
P02029,Project 2029,Infrastruktur,12,365,4,"Flutter, Firebase",Penutupan,Sensor gagal mengirim data real-time,Scope,Medium,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02030,Project 2030,Enterprise,15,763,13,"Python, Node-RED",Perencanaan,Dataset tidak cukup representatif,Waktu,Medium,Medium,Potensial,Audit ulang pipeline,Tertunda
P02031,Project 2031,AI,10,497,8,"C#, SQL Server",Perencanaan,Dataset tidak cukup representatif,Waktu,Medium,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P02032,Project 2032,Mobile App,5,625,4,"PHP, MySQL",Penutupan,Error sistem saat UAT,Teknis,Medium,Low,Terjadi,Tambahkan fallback koneksi & testing,Tertunda
P02033,Project 2033,AI,8,823,7,"PHP, MySQL",Penutupan,Error sistem saat UAT,Scope,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P02034,Project 2034,AI,15,898,14,"Python, Node-RED",Perencanaan,Server downtime during deployment,SDM,High,High,Terjadi,Rekrut developer pengganti sementara,Berhasil
P02035,Project 2035,Enterprise,13,997,7,"Python, Node-RED",Penutupan,Kurangnya dokumentasi,Waktu,Low,Low,Terjadi,Rekrut developer pengganti sementara,Berhasil
P02036,Project 2036,AI,13,520,11,"React, Node.js, MongoDB",Perencanaan,Salah konfigurasi pipeline CI/CD,Waktu,Medium,Medium,Terjadi,Fix bug dan ulang UAT,Tertunda
P02037,Project 2037,Infrastruktur,5,888,9,"Flutter, Firebase",Penutupan,Server downtime during deployment,Waktu,Medium,High,Potensial,Audit ulang pipeline,Gagal
P02038,Project 2038,AI / IoT,14,813,15,"AWS, Python",Penutupan,Estimasi waktu yang tidak realistis,Teknis,Low,Low,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P02039,Project 2039,Mobile App,9,718,9,"Python, TensorFlow",Penutupan,Salah konfigurasi pipeline CI/CD,Teknis,High,Low,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P02040,Project 2040,Enterprise,13,298,15,"React, Node.js, MongoDB",Eksekusi,Kurangnya dokumentasi,SDM,Low,High,Terjadi,Workshop bersama stakeholder,Berhasil
P02041,Project 2041,Web Dev,9,393,7,"C#, SQL Server",Eksekusi,Kurangnya dokumentasi,Waktu,Medium,High,Potensial,Workshop bersama stakeholder,Berhasil
P02042,Project 2042,AI / IoT,15,164,11,"PHP, MySQL",Penutupan,Estimasi waktu yang tidak realistis,Waktu,Low,Medium,Potensial,Tambahkan fallback koneksi & testing,Gagal
P02043,Project 2043,Mobile App,9,911,9,"Python, Node-RED",Eksekusi,Error sistem saat UAT,SDM,Low,Low,Terjadi,Audit ulang pipeline,Gagal
P02044,Project 2044,Enterprise,4,327,10,"Java, SAP",Perencanaan,Dataset tidak cukup representatif,Waktu,High,Low,Potensial,Tambahkan fallback koneksi & testing,Gagal
P02045,Project 2045,Mobile App,15,455,15,"Python, Node-RED",Perencanaan,Error sistem saat UAT,Scope,Low,High,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P02046,Project 2046,ERP,9,160,7,"Laravel, MySQL",Penutupan,Kurangnya dokumentasi,SDM,Medium,Medium,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P02047,Project 2047,Mobile App,13,423,12,"C#, SQL Server",Penutupan,Server downtime during deployment,SDM,High,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02048,Project 2048,ERP,12,702,14,"PHP, MySQL",Perencanaan,Dataset tidak cukup representatif,Teknis,High,Low,Potensial,Tambahkan fallback koneksi & testing,Gagal
P02049,Project 2049,Mobile App,14,491,9,"Docker, Jenkins, Python",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Scope,Low,Medium,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02050,Project 2050,ERP,7,520,15,"AWS, Python",Penutupan,Developer utama mengundurkan diri,SDM,Medium,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P02051,Project 2051,AI,4,608,16,"Docker, Jenkins, Python",Eksekusi,Server downtime during deployment,Waktu,Medium,High,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P02052,Project 2052,Enterprise,7,672,11,"AWS, Python",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Low,Low,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P02053,Project 2053,AI / IoT,5,605,9,"PHP, MySQL",Penutupan,Server downtime during deployment,Scope,Medium,Medium,Terjadi,Fix bug dan ulang UAT,Tertunda
P02054,Project 2054,ERP,6,732,6,"PHP, MySQL",Perencanaan,Error sistem saat UAT,Teknis,High,Medium,Terjadi,Workshop bersama stakeholder,Tertunda
P02055,Project 2055,ERP,5,628,14,"Docker, Jenkins, Python",Penutupan,Dataset tidak cukup representatif,Scope,High,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P02056,Project 2056,Enterprise,3,457,6,"Laravel, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,SDM,Low,High,Terjadi,Audit ulang pipeline,Berhasil
P02057,Project 2057,AI / IoT,14,351,8,"Python, TensorFlow",Penutupan,Modul pembayaran gagal terkoneksi,Scope,Medium,High,Potensial,Fix bug dan ulang UAT,Gagal
P02058,Project 2058,Enterprise,5,832,4,"Laravel, MySQL",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Scope,High,Low,Potensial,Workshop bersama stakeholder,Gagal
P02059,Project 2059,AI / IoT,12,399,10,"PHP, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,Scope,High,High,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P02060,Project 2060,ERP,5,768,16,"React, Node.js, MongoDB",Perencanaan,Server downtime during deployment,Waktu,Low,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P02061,Project 2061,ERP,6,878,6,"Docker, Jenkins, Python",Penutupan,Kurangnya dokumentasi,Teknis,Medium,Low,Terjadi,Fix bug dan ulang UAT,Gagal
P02062,Project 2062,Web Dev,10,353,14,"Python, TensorFlow",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,High,Medium,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P02063,Project 2063,Web Dev,7,394,13,"Laravel, MySQL",Eksekusi,Estimasi waktu yang tidak realistis,Scope,Low,Low,Potensial,Redundansi sensor dan buffer data,Berhasil
P02064,Project 2064,Web Dev,3,569,14,"PHP, MySQL",Penutupan,Salah konfigurasi pipeline CI/CD,Scope,High,Medium,Terjadi,Fix bug dan ulang UAT,Tertunda
P02065,Project 2065,AI,12,547,8,"AWS, Python",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Medium,Medium,Potensial,Rekrut developer pengganti sementara,Berhasil
P02066,Project 2066,Infrastruktur,7,980,7,"PHP, MySQL",Penutupan,Developer utama mengundurkan diri,Teknis,High,Medium,Terjadi,Rekrut developer pengganti sementara,Gagal
P02067,Project 2067,Enterprise,9,474,7,"C#, SQL Server",Penutupan,Developer utama mengundurkan diri,Waktu,Medium,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P02068,Project 2068,Web Dev,14,672,9,"Docker, Jenkins, Python",Perencanaan,Sensor gagal mengirim data real-time,Teknis,Low,Low,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P02069,Project 2069,AI / IoT,15,153,10,"React, Node.js, MongoDB",Perencanaan,Sensor gagal mengirim data real-time,Scope,High,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P02070,Project 2070,Web Dev,5,452,16,"PHP, MySQL",Eksekusi,Modul pembayaran gagal terkoneksi,Waktu,Low,Medium,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P02071,Project 2071,Web Dev,9,580,12,"Docker, Jenkins, Python",Perencanaan,Modul pembayaran gagal terkoneksi,Waktu,High,Medium,Potensial,Rekrut developer pengganti sementara,Tertunda
P02072,Project 2072,AI,11,804,13,"React, Node.js, MongoDB",Eksekusi,Kurangnya dokumentasi,Waktu,High,High,Terjadi,Redundansi sensor dan buffer data,Tertunda
P02073,Project 2073,Infrastruktur,12,276,11,"Python, Node-RED",Perencanaan,Error sistem saat UAT,Waktu,Low,Low,Terjadi,Audit ulang pipeline,Tertunda
P02074,Project 2074,ERP,3,360,12,"React, Node.js, MongoDB",Penutupan,Estimasi waktu yang tidak realistis,Teknis,Low,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02075,Project 2075,Mobile App,13,243,4,"Python, TensorFlow",Perencanaan,Dataset tidak cukup representatif,Scope,Medium,Low,Terjadi,Audit ulang pipeline,Berhasil
P02076,Project 2076,Enterprise,11,596,6,"Laravel, MySQL",Penutupan,Server downtime during deployment,Teknis,Medium,Low,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P02077,Project 2077,Web Dev,12,153,12,"Laravel, MySQL",Perencanaan,Server downtime during deployment,Waktu,Medium,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02078,Project 2078,AI / IoT,4,303,4,"Flutter, Firebase",Perencanaan,Salah konfigurasi pipeline CI/CD,Waktu,Medium,Medium,Potensial,Audit ulang pipeline,Berhasil
P02079,Project 2079,Infrastruktur,12,918,12,"Python, Node-RED",Eksekusi,Developer utama mengundurkan diri,Teknis,Medium,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P02080,Project 2080,AI / IoT,6,800,15,"Docker, Jenkins, Python",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,High,Low,Potensial,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02081,Project 2081,Mobile App,12,329,4,"PHP, MySQL",Perencanaan,Dataset tidak cukup representatif,SDM,High,Medium,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P02082,Project 2082,Enterprise,9,303,5,"Laravel, MySQL",Perencanaan,Modul pembayaran gagal terkoneksi,Scope,High,Low,Potensial,Fix bug dan ulang UAT,Tertunda
P02083,Project 2083,Mobile App,12,463,13,"Docker, Jenkins, Python",Eksekusi,Modul pembayaran gagal terkoneksi,Waktu,High,Medium,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P02084,Project 2084,AI / IoT,10,580,10,"Java, SAP",Eksekusi,Estimasi waktu yang tidak realistis,SDM,High,Medium,Potensial,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02085,Project 2085,Infrastruktur,8,235,6,"Python, TensorFlow",Perencanaan,Dataset tidak cukup representatif,SDM,Medium,High,Potensial,Audit ulang pipeline,Gagal
P02086,Project 2086,AI,9,542,10,"C#, SQL Server",Perencanaan,Salah konfigurasi pipeline CI/CD,Scope,Low,Low,Terjadi,Rekrut developer pengganti sementara,Berhasil
P02087,Project 2087,ERP,12,482,14,"C#, SQL Server",Penutupan,Salah konfigurasi pipeline CI/CD,Scope,High,Low,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P02088,Project 2088,Enterprise,5,483,10,"PHP, MySQL",Penutupan,Developer utama mengundurkan diri,Teknis,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P02089,Project 2089,Infrastruktur,5,586,16,"PHP, MySQL",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,Low,Low,Terjadi,Fix bug dan ulang UAT,Gagal
P02090,Project 2090,Infrastruktur,5,441,15,"Laravel, MySQL",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,Low,Medium,Terjadi,Audit ulang pipeline,Berhasil
P02091,Project 2091,Enterprise,6,963,6,"Java, SAP",Eksekusi,Salah konfigurasi pipeline CI/CD,Waktu,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P02092,Project 2092,AI / IoT,15,585,14,"Python, Node-RED",Perencanaan,Sensor gagal mengirim data real-time,Waktu,High,High,Terjadi,Workshop bersama stakeholder,Tertunda
P02093,Project 2093,Infrastruktur,6,923,15,"PHP, MySQL",Perencanaan,Sensor gagal mengirim data real-time,Waktu,Medium,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P02094,Project 2094,Mobile App,12,442,13,"Flutter, Firebase",Penutupan,Server downtime during deployment,Teknis,High,Medium,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P02095,Project 2095,AI,6,626,6,"Laravel, MySQL",Eksekusi,Sensor gagal mengirim data real-time,Waktu,High,High,Terjadi,Redundansi sensor dan buffer data,Berhasil
P02096,Project 2096,Infrastruktur,15,404,10,"PHP, MySQL",Penutupan,Sensor gagal mengirim data real-time,Waktu,Low,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P02097,Project 2097,Enterprise,8,822,11,"Python, Node-RED",Perencanaan,Server downtime during deployment,Scope,Low,High,Potensial,Audit ulang pipeline,Gagal
P02098,Project 2098,Infrastruktur,14,909,4,"Java, SAP",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,Low,Terjadi,Rekrut developer pengganti sementara,Tertunda
P02099,Project 2099,Infrastruktur,8,800,12,"Docker, Jenkins, Python",Perencanaan,Kurangnya dokumentasi,Teknis,High,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P02100,Project 2100,ERP,7,863,7,"Flutter, Firebase",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Medium,Low,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P02101,Project 2101,Mobile App,11,238,6,"Flutter, Firebase",Perencanaan,Error sistem saat UAT,SDM,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P02102,Project 2102,Enterprise,5,179,6,"Laravel, MySQL",Perencanaan,Estimasi waktu yang tidak realistis,Scope,Medium,Medium,Potensial,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02103,Project 2103,Infrastruktur,5,919,6,"Laravel, MySQL",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,Low,High,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P02104,Project 2104,Mobile App,13,713,8,"AWS, Python",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,High,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P02105,Project 2105,AI / IoT,12,707,16,"Laravel, MySQL",Perencanaan,Dataset tidak cukup representatif,Scope,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P02106,Project 2106,Mobile App,12,886,13,"AWS, Python",Perencanaan,Dataset tidak cukup representatif,Waktu,High,Medium,Potensial,Redundansi sensor dan buffer data,Tertunda
P02107,Project 2107,Infrastruktur,7,826,10,"AWS, Python",Penutupan,Server downtime during deployment,Scope,Low,Medium,Terjadi,Redundansi sensor dan buffer data,Tertunda
P02108,Project 2108,ERP,8,231,10,"React, Node.js, MongoDB",Eksekusi,Error sistem saat UAT,SDM,Medium,Medium,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P02109,Project 2109,AI,10,604,5,"AWS, Python",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Waktu,High,High,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P02110,Project 2110,Infrastruktur,14,553,10,"Python, TensorFlow",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,Low,Low,Terjadi,Audit ulang pipeline,Gagal
P02111,Project 2111,ERP,6,769,10,"Java, SAP",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,High,Low,Terjadi,Audit ulang pipeline,Berhasil
P02112,Project 2112,Infrastruktur,5,414,16,"Python, Node-RED",Eksekusi,Server downtime during deployment,Scope,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Gagal
P02113,Project 2113,AI / IoT,10,671,7,"PHP, MySQL",Eksekusi,Developer utama mengundurkan diri,Teknis,High,High,Potensial,Redundansi sensor dan buffer data,Gagal
P02114,Project 2114,AI,5,507,14,"Laravel, MySQL",Penutupan,Error sistem saat UAT,SDM,Medium,High,Potensial,Tambahkan data latih dari proyek sebelumnya,Gagal
